"participant","envy","guilt","temp_game1","temp_game2","sensitivity_game1","sensitivity_game2","alpha_Q_game1","alpha_Q_game2","nll","aic","bic","best_k","approach"
"k75ryzJLnpnjcyWMZ",1.94489200584467,0.310278382928596,3.99056722311122,4.67498185213803,0.484883871015265,0.508502762267193,0.809213686244823,0.928817520396175,11.5903459265218,41.1806918530436,57.6384644214454,2,"hierarchical"
"kk82Zwq8qB3EPZDqz",1.9985419157443,0.555943141381322,4.47650925539518,3.50406583354395,0.73980334296395,0.463416328292497,0.848023096545466,0.618504444384315,9.62281720214918,37.2456344042984,54.4538414531517,2,"hierarchical"
"KQ3vR5FMgLmQFvHYY",1.28186849167486,0.253356795201756,4.77194158341566,4.58645232584745,0.559003968430889,0.541746121382705,0.978079193939599,0.975980615699367,14.3697635722492,46.7395271444985,63.5803362426695,3,"hierarchical"
"KRjcZ7HM83rHBHa2z",1.87752168397922,0.369592493033054,4.36708000889394,4.39767382797927,0.615978586890973,0.516597397991474,0.879351732379407,0.41684561056346,7.79267722837978,33.5853544567596,49.8453168646924,3,"hierarchical"
"KrMKd9t6wHWcie5KY",1.98655532050189,0.349916429853276,4.45120015058562,4.42836877826628,0.725723192109605,0.51437483371158,0.99,0.900033901524592,13.7600781936724,45.5201563873447,62.728363436198,2,"hierarchical"
"kS3ZuehqRYQaatj7X",1.43842314701292,0.213742601755971,4.06737760177863,4.35861177883807,0.662757125847643,0.558017586685971,0.952814690016856,0.924878599717554,13.7106865256011,45.4213730512023,62.6295801000556,3,"hierarchical"
"KsdrRF8ja8FFhws5f",1.94460428363141,0.372882334428484,4.35819826770828,4.54874498298638,0.191183805041754,0.552812765425671,0.772854215165326,0.966639566526075,12.6066158365577,43.2132316731154,60.4214387219687,3,"hierarchical"
"KyRPNfTRmBvPMrHqq",1.93405138091806,0.23354304782795,4.69385791933065,4.08759434278158,0.496843625456978,0.361985804250601,0.954388338828888,0.715019267051659,11.0826591482914,40.1653182965829,57.0061273947539,2,"hierarchical"
"LEGhKb3RP6EcgEKvX",2.04209343464511,0.37194690106028,4.61022167992691,4.74818178176755,0.655519639503822,0.495830490231465,0.978335473868061,0.919113764390491,13.1887661252902,44.3775322505804,61.5857392994338,3,"hierarchical"
"LpjrYMB38ej53iybS",1.98930718848271,0.241140815013471,3.81026524107858,4.36207603761747,0.56084574022474,0.588224959747626,0.716421954891465,0.796986242871528,9.03759286136439,36.0751857227288,53.1015684057244,2,"hierarchical"
"LrdehovdoeNoYXHvL",1.97400569458987,0.292802185258023,4.3792445695022,4.47422864541162,0.703668605067011,0.591925545246364,0.935675639736332,0.951882169567728,13.4940061047644,44.9880122095288,62.1962192583821,3,"hierarchical"
"m7jzbNcshmJ7ZZEwp",1.76829517072741,0.341831858601797,4.61401586010456,4.62033579609672,0.529595917426364,0.525117607360506,0.964447465099312,0.95977848694436,13.4538723232935,44.9077446465869,61.9341273295826,3,"hierarchical"
"M85ajvswFgHgYCgpD",1.97652412956754,0.323170849766667,4.39354696880452,4.73575116488886,0.590213434143548,0.504515829591044,0.946352349491048,0.95298312782439,13.1227794256082,44.2455588512164,60.8968872666069,3,"hierarchical"
"MBh52GAaDc7XcK7fu",2.00086108652592,0.466597133465595,3.42887335718741,5.03507955896178,0.379742655777825,0.536982626416749,0.673647535048756,0.657202968185416,7.93488286170357,33.8697657234071,51.0779727722605,2,"hierarchical"
"MDfLeY4zbfLsLWT97",1.99999873951361,0.357638196839006,4.42761894361568,4.43873253800103,0.514873212035848,0.503806937661547,0.401322461973126,0.370890803148882,2.67800325433734,23.3560065086747,40.564213557528,3,"hierarchical"
"mFsazycX7sAsp9h25",1.96828284383887,0.453444017439291,3.87439029469381,4.28355126377808,0.548423946370133,0.490886578160198,0.749747988890626,0.889005166460044,10.391796737767,38.783593475534,55.9918005243873,2,"hierarchical"
"MozhHaQ4szyqQu5eq",0.65315132380063,0.392420931551668,4.54507710419388,4.26378213793152,0.492904220219389,0.568335267938564,0.86971772104011,0.746081062010761,12.3406174004451,42.6812348008901,59.3325632162806,3,"hierarchical"
"msdLxvzuFuBEfwHNP",2.0018953401904,0.271097241939142,4.30345447435848,4.39749074717771,0.52484698710722,0.0131851058933125,0.415120218522219,0.721402111430447,7.32385721627834,32.6477144325567,49.85592148141,3,"hierarchical"
"mtSNnmY4epZtXbxjF",2.00881417266693,0.232145359077569,4.57020240166843,4.28106995433067,0.560386575375737,0.610741521814185,0.847202415845479,0.919170449322367,12.2333018101417,42.4666036202834,58.7265660282163,2,"hierarchical"
"MXMDFz7DphghwASKG",1.41339638450175,0.302255399561224,4.68761710162954,4.53105755648789,0.521452728402571,0.548509714582246,0.976115595381833,0.969484670740401,14.0818470162253,46.1636940324505,62.6214666008524,3,"hierarchical"
"N2RXRFHQ2rhtDakGM",1.99676559297638,0.665950128181323,3.27671402817431,3.51096618397244,0.508058873906536,0.525539430284968,0.749298152182799,0.771554295941276,9.79203288374573,37.5840657674915,54.7922728163448,2,"hierarchical"
"n3MHhgEbesYtmt2kn",2.0491181246032,0.287601815745277,4.55422336990814,4.4077809891383,0.671268105563318,0.531397631320344,0.972505621954448,0.919988342819092,13.3155430497362,44.6310860994723,61.8392931483257,3,"hierarchical"
"n3NfFKtoPnhZpasBC",2.00093990087691,0.619376139256319,2.6677119704417,3.91571386894662,0.517776295872415,0.53561124744998,0.602309136122354,0.847183459320882,9.29439736035356,36.5887947207071,53.7970017695604,2,"hierarchical"
"N5ZHcAxKkpfLMLkK2",0.131087335341946,0.334840661227286,4.48804907441473,4.64809975152113,0.532906900367805,0.663488195685223,0.951776175628996,0.99,15.8090110949016,49.6180221898032,66.6444048727989,3,"hierarchical"
"n9aaRzPoqbYJ6PBxf",1.23633196735517,0.364261762996345,4.13662452613904,3.97211164296352,0.532475344301349,0.527532569069209,0.421350539588593,0.944697702012992,8.87040296257967,35.7408059251593,52.767188608155,2,"hierarchical"
"nCh2LGBiZh9Zbacqh",1.52290758917197,0.346685153567792,4.24354748456801,4.41273855550623,0.622066759808519,0.522508518857331,0.974634900845664,0.986970346460564,14.6285514431627,47.2571028863254,64.4653099351787,2,"hierarchical"
"NdwuaTz3c455EDcMR",1.53455578172735,0.268456464955563,4.28231123469073,4.18088301686895,0.624745798928759,0.618336682546068,0.947495696814225,0.960148662002085,14.2758138818722,46.5516277637443,63.57801044674,2,"hierarchical"
"NFBuuZTCH8LQ2kWCB",1.9999835188086,0.405286554645616,4.26944128733013,4.54239068724486,0.463743395541391,0.558588819871383,0.801958422298571,0.921604791106101,10.7746761044703,39.5493522089406,56.3901613071116,3,"hierarchical"
"nhHityYuFwTypnDnG",0.708620878242013,0.227316001869341,4.64053788882363,4.83015715143225,0.422760030177555,0.924391401904352,0.970339370853698,0.99,16.4375332277709,50.8750664555419,67.7158755537129,3,"hierarchical"
"nofYosxEPLN62DENK",1.32962105471052,0.338901820063125,4.74922570317023,4.47547899213904,0.564003411020699,0.50419300360783,0.979045242295953,0.877035781677066,12.968367461888,43.9367349237759,59.787535965018,3,"hierarchical"
"NtML36DS3EbbMyQme",1.15991489783691,0.313137682640069,4.70478539142285,4.61098984759986,0.546358306637365,0.637777945122576,0.988282404944085,0.99,14.8871889145635,47.774377829127,64.4257062445175,3,"hierarchical"
"nzAZFfjoyKnjRsrFS",1.94218746765731,0.412832593468826,4.46316082184696,4.48586161728113,0.554857930078175,0.519587069456145,0.949997384231654,0.956946409391719,13.1622225832318,44.3244451664635,61.3508278494591,3,"hierarchical"
"otzGMAMYTaNM4DdPn",1.99994024359124,0.345378365834439,3.98740385162607,4.75332335109174,0.203713437923607,0.534265482720362,0.814288398420355,0.952356761733437,12.0543256588956,42.1086513177912,58.9494604159622,3,"hierarchical"
"p9Pc7iimdmsm2sGzM",1.94975308202875,0.411490469064171,4.76887219287056,4.50093145219269,0.576714768783636,0.592416563835023,0.975260345243794,0.743491360053828,10.7077084752362,39.4154169504724,55.8731895188743,3,"hierarchical"
"Q33ZkhGogK54Yiad6",2.00002288985881,0.239539433489535,4.19289621718327,4.33346025161041,0.520607242283237,0.556756731145327,0.86789930742106,0.904021572276217,11.9327354975534,41.8654709951068,57.7162720363488,2,"hierarchical"
"Q9yqtaGi2EPt3hwfa",1.94221610598252,0.467744220656572,4.22204853195804,4.1931531129127,0.521127029339854,0.552725187020633,0.834853385020456,0.871959403341395,11.0103499371015,40.020699874203,56.861508972374,2,"hierarchical"
"qc9nsRDra6Y5AbpGC",0.58543401589581,0.533080938926153,3.01628798492316,4.49024872167778,0.528316811540422,0.455739026587118,0.784356773816058,0.944278977474104,12.7439498011259,43.4878996022519,60.6961066511052,2,"hierarchical"
"QEkygPKFDHX8dTovL",1.99994926516505,0.268094078191926,4.12016129179931,4.49684244832948,0.53248910506461,0.476227204912477,0.875220751310667,0.900710761234886,11.8511483384819,41.7022966769638,58.5431057751348,2,"hierarchical"
"QiAFXTGpSRyku26si",0.01,0.282383506888319,4.96380693364291,4.42866104627767,0.554058632326679,0.563526940739233,0.484621785228833,0.906255965122728,10.7228887601711,39.4457775203423,56.6539845691956,3,"hierarchical"
"QphCK7XfX4oCrjvww",1.83907194891056,0.384929669123177,4.6673003096503,4.72357282598469,0.540900061694016,0.508356994007013,0.971276507128854,0.982765947294445,13.7439649982984,45.4879299965967,62.3287390947677,3,"hierarchical"
"QT7mxdnWgS9W97t2H",1.99924568877651,0.447284903574576,4.60181403090019,4.05336070551979,0.443617312893697,0.564756221923189,0.913733982497329,0.838116035213345,11.2645790405156,40.5291580810311,57.7373651298844,2,"hierarchical"
"QwxrtX6nKnEXWhPim",1.92909721935447,0.360443366661874,4.66480433184132,4.58738746247132,0.545219760541769,0.728175044917047,0.963400287428839,0.99,14.2314450192981,46.4628900385962,63.6710970874495,3,"hierarchical"
"r8A8dnypXvzzDjC9A",2.00670597512578,0.290899974258104,4.13325481872619,4.59589482317753,0.515374373345198,0.610528593886136,0.405885785789808,0.949667769716102,8.26579756282152,34.531595125643,51.5579778086387,3,"hierarchical"
"RAnPiw2wuw8cPAnZM",1.85022190111286,0.221576837092903,3.91367677143729,4.52072963663719,0.549734382106049,0.540948059570096,0.858375621257987,0.934984606418652,12.3676135664983,42.7352271329967,59.5760362311677,2,"hierarchical"
"rCALFNNX4fFAWXKF4",1.77666882001478,0.153472927473132,4.15454641734321,3.33258817758044,0.512508015106783,0.51895735334126,0.698446942214461,0.766371715191843,9.35495677568501,36.70991355137,53.9181206002233,2,"hierarchical"
"RFCGABXPtqyCd98Tm",0.83046376170916,0.392369444124727,3.79876776986647,3.52593051665272,0.547589645672547,0.555837461531686,0.91644271166034,0.912696766867319,13.670496128298,45.3409922565961,62.5491993054494,2,"hierarchical"
"RnGhGAoxgGGCzXdNR",2.00965694528401,0.395453285377361,4.64719125364162,4.75890158927589,0.544066049135867,0.521981875734788,0.877929154885916,0.947782118731745,11.9149345927445,41.8298691854891,57.8875758907534,3,"hierarchical"
"rRaFaEeBvfwz5YYyz",2.03319545955957,0.329379687251091,4.63553709127293,3.84564689843867,0.506121769490102,0.635956576028084,0.860425082044937,0.919102290066227,11.9120907515306,41.8241815030613,59.0323885519146,3,"hierarchical"
"Scejxx5jwQ4pGjsdH",1.67750591313982,0.287245378392707,4.40925127261013,4.58555865936018,0.556679715597163,0.496807835848044,0.949647361086344,0.99,13.9461620027691,45.8923240055383,62.7331331037093,3,"hierarchical"
"Suf75kfKvqyAqe5a5",1.18829132620293,0.17834054134986,4.50053042749695,4.4151135570979,0.597783789602373,0.709925060096032,0.964152720278047,0.967967664630702,14.7846228255528,47.5692456511057,64.777452699959,3,"hierarchical"
"svtP9WMjEcd9CBpsP",2.00004577645056,0.347932675863295,4.73100146885395,4.27388044915058,0.446710187610458,0.503499837867515,0.87862635295763,0.409063055570322,7.16058713117652,32.321174262353,48.9725026777436,3,"hierarchical"
"sxpHgkezZ7Az2shHq",2.01023797016526,0.318480204330926,4.74981384130647,4.80540302641477,0.540450230133877,0.505117548706856,0.936768783794414,0.964481577490697,13.0563862146687,44.1127724293374,61.139155112333,3,"hierarchical"
"t3QxQ6jXii72iYCJs",1.5047614174717,0.297276799934529,4.58771112273006,4.56116341200206,0.550493977684667,0.505022175705302,0.96730708313643,0.99,14.2529043193616,46.5058086387232,63.7140156875765,3,"hierarchical"
"tchBBCWaoktNqcDJQ",1.11459047997724,0.249855244163336,3.84961415624921,4.72723404298975,0.558700780886787,0.529205960585063,0.912691410709097,0.961433502063517,13.5274711208919,45.0549422417838,62.2631492906371,3,"hierarchical"
"tH64wBxa8PTJXp898",2.00080380548085,0.37918031914424,4.65800650298048,4.62372519304607,0.500844630151386,0.538651550751254,0.909714855022184,0.880882825824452,11.4403186768804,40.8806373537608,57.7214464519318,3,"hierarchical"
"tHGcfndE9oTaQrbZo",2.0000009952369,0.321131167118639,4.70606257261477,4.48775830500905,0.512017739981129,0.505800216187334,0.494564750850431,0.369140951213939,3.4634855198185,24.926971039637,41.9533537226326,3,"hierarchical"
"TncHr8XzgrSsm9bhr",1.6920287289936,0.295475431093658,4.3851612412091,4.38964276203022,0.540310305283601,0.498419934772323,0.875867298532421,0.928178753559818,12.1882001176163,42.3764002352326,59.5846072840859,2,"hierarchical"
"Tomg5iun2wXdEtrGb",1.36360173460347,0.364750640809073,4.34201915813746,4.55186630805153,0.564851874518376,0.489758047040594,0.908009510919597,0.957769247017098,13.2829253462972,44.5658506925943,61.5922333755899,2,"hierarchical"
"TPPSGrBR4EcTzdYCc",1.68280169776325,0.248906053614393,5.35243984153895,4.32923898629677,0.552296763671176,0.512235397396493,0.644027123817347,0.391107504514068,6.5519722255637,31.1039444511274,48.130327134123,2,"hierarchical"
"ttDSiPLpEcCMkfJCN",0.254395023923552,0.408372476652464,4.3433765539432,3.82916626665384,0.525988042761843,0.501016911343266,0.957996821616444,0.828256894335163,13.7110921057122,45.4221842114244,62.4485668944201,2,"hierarchical"
"u4HsniGxweJKnaE3J",1.94316376836242,0.209157912466409,4.13186781257545,4.33598489675725,0.679956451823672,0.545126248741527,0.838931419960342,0.914819006584155,12.1321684579456,42.2643369158912,58.524299323824,2,"hierarchical"
"uf3savX4JPbojL3W4",1.9689668595114,0.31496937387036,4.4440927951651,4.58622179794416,0.548280180384368,0.523490991151536,0.900941290536958,0.939357032199706,12.4644630013264,42.9289260026528,59.7697351008238,2,"hierarchical"
"uo7uXGZ3yDjDijhvn",1.81256741790057,0.270405886135531,5.52485382619356,4.74964632575482,0.535073041141158,0.247613951398908,0.464221789783434,0.906108359655617,10.908747780394,39.817495560788,56.8438782437836,2,"hierarchical"
"up72PaREeYvSt8NGC",2.00650021344236,0.309740859145362,4.56989887057834,4.60144061280537,0.513624809543065,0.611952420047847,0.945894944159462,0.925559627671318,12.9570614069109,43.9141228138219,60.7549319119929,2,"hierarchical"
"uySJDtSAH7NTwzChc",1.98458974808888,0.276839667915805,4.42849233725415,3.93758432051703,0.49901967060277,0.527287508124913,0.89551802108952,0.646625453192467,9.19799762467233,36.3959952493447,53.0473236647352,3,"hierarchical"
"v3C8m3hrGBFw7C6yR",2.00790697955786,0.417037611523276,4.12485851293481,3.84621425394923,0.501038029205183,0.509960235080767,0.777092004472112,0.420416178037918,6.2592344930878,30.5184689861756,47.3592780843466,2,"hierarchical"
"v3nJGaFTLZeP9a8Wf",2.01016779912683,0.236157903513064,4.37200974802159,4.59147301676309,0.592281915783817,0.483589261673952,0.758232962024333,0.924681921451197,10.6207647214452,39.2415294428904,55.892857858281,3,"hierarchical"
"vqYFpsi2erDcHcAvs",2.00760613928548,0.338366796612598,4.46845680799665,4.61871237685843,0.60715151478328,0.524926330875404,0.954495288347227,0.933589450767207,13.042309846946,44.0846196938921,60.1423263991564,3,"hierarchical"
"vXitrhFTWWXoGhLQS",1.59173995378014,0.272663046949198,4.60675424376089,4.34044033284879,0.503695462877887,0.492022454126848,0.970760243314548,0.949748971002118,13.8118319745673,45.6236639491346,62.4644730473056,2,"hierarchical"
"WcpFWD3sn2dnt7ruN",1.44397437505685,0.254027043046364,4.24557022728386,4.29545530238566,0.625749118948856,0.646751367253729,0.922773694284503,0.957891028289394,13.7309241457664,45.4618482915328,62.6700553403861,3,"hierarchical"
"wG6QjNWp5mYqNWuBF",3.11524755639446,0.413349312528215,3.83209735982291,2.76065486439022,0.533078557830266,0.502648541169779,0.549657730289306,0.598537344344184,7.14590543362172,32.2918108672434,49.5000179160968,2,"hierarchical"
"wkP56uZ6uxtoZWvEx",1.13924279064991,0.247019291845104,3.79470229387675,4.09508606572985,0.517817556018647,0.506399449075268,0.734410860916939,0.87632435256136,10.924919191037,39.849838382074,56.8762210650696,2,"hierarchical"
"WPFaEtA7nyZHg4Y47",2.03542488442926,0.297092158486281,4.63167289642518,4.72275434951272,0.54816069972156,0.510456693174268,0.932191475100608,0.945599027397053,12.7457125730684,43.4914251461369,60.3322342443079,3,"hierarchical"
"WqjyipyHYQTFDgpma",1.90196621258807,0.246124439144385,4.48288324555821,3.80780067782087,0.545947373619097,0.637215361965708,0.971982992120458,0.85424121230741,12.8008781562319,43.6017563124638,60.8099633613171,2,"hierarchical"
"wrfmh8v8Ndz7y92Zi",2.00097943200398,0.300425792801754,4.43562750491696,4.64019347125664,0.626160602670711,0.521978414145716,0.940235254571255,0.949938370035284,13.2026582704015,44.405316540803,61.4316992237986,3,"hierarchical"
"wRYnMSayjZKRGqRqt",1.74422496011855,0.291313795381245,4.25294260481059,4.36309265893389,0.511063813637212,0.509876667360618,0.389740387421781,0.37772343103198,2.90182236016586,23.8036447203317,40.8300274033274,3,"hierarchical"
"wsZzoe3S4epTeQauL",1.98819975444679,0.44652762136872,4.32783352515327,4.48799514299134,0.506395556963488,0.595118830463022,0.873323166545744,0.868778595686361,11.3991173335485,40.7982346670971,58.0064417159504,2,"hierarchical"
"XegK3ZL8buDE4txYG",0.0830634455455474,0.394903928437743,4.35405705545857,3.91271966420067,0.574583492907758,0.498340204431282,0.985036950392388,0.905642346868873,15.1883820948267,48.3767641896534,65.5849712385067,2,"hierarchical"
"XH98XuvMaGixN3eSp",1.99881294068134,0.286676626977043,4.24799977228294,4.4383048646873,0.529138347926431,0.59139509593956,0.419611090927529,0.723372752481851,5.50901982685263,29.0180396537053,46.2262467025586,3,"hierarchical"
"XQeKZ56cpS9nyygnL",1.54609146489496,0.330229971067978,4.69397614292258,4.62205606662668,0.593171300375927,0.503647751170856,0.99,0.350449302671767,8.57570683337636,35.1514136667527,52.359620715606,3,"hierarchical"
"Xs8SR4fz3z2r8oZMn",2.19947672573424,0.331626101583187,4.31729285629426,4.06660483335928,0.502689860124341,0.514142642203613,0.498629513813537,0.404261321937467,4.43992978920776,26.8798595784155,44.0880666272688,3,"hierarchical"
"xwzqYG2ZvEjx6mhJ5",0.01,0.547872526852388,4.26463371432697,3.1776417785096,0.574724136517115,0.543505514127612,0.973242050316786,0.705920036950651,13.4371952272541,44.8743904545083,62.0825975033616,2,"hierarchical"
"yCHzWTjvx5F5HfJwd",1.99001061315152,0.311461030462173,4.62867087299595,4.38384582863597,0.586243018365866,0.493282745627065,0.891734652671492,0.91704175983122,12.010946931494,42.021893862988,59.2301009118413,2,"hierarchical"
"YcSSS9cB9GAyueBcA",2.01151948291469,0.215709108921709,4.45085153947443,4.31304125433515,0.545630119501521,0.465739354421631,0.929833723359572,0.893935384436331,12.5062216100448,43.0124432200896,59.8532523182606,2,"hierarchical"
"yerbgPdoxYmef2g9C",1.42591546211482,0.435693556687714,3.90879599045536,4.12515462168269,0.526284689014574,0.763009900462247,0.973904342125913,0.789171955968246,12.4189598941113,42.8379197882225,60.0461268370759,2,"hierarchical"
"YhxDftyhYzoMQY8bk",1.77974953847054,0.298947621770965,4.50849483853815,4.7926016315886,0.556708688660975,0.574578271253096,0.928536642793044,0.97741683913477,13.3592782224354,44.7185564448709,60.5693574861129,3,"hierarchical"
"YNKzunS5xPmBze6ea",1.46202576380255,0.275548480698174,4.55388804041884,4.64653230571927,0.574261253751215,0.510834326020901,0.966821033422909,0.943905830016696,13.6271899515498,45.2543799030995,62.4625869519528,3,"hierarchical"
"Ypev43WHEFDqHzLbZ",0.783911180875087,0.242585916637237,4.58717041476715,3.04813179405084,0.471846891312288,0.547160631847939,0.576592225178354,0.627565241455065,8.22269746458922,34.4453949291784,51.4717776121741,2,"hierarchical"
"YWYrb3pQagdr9GHZy",1.98547949154851,0.301129622645548,4.03762513740022,4.40373228031001,0.817932495357187,0.649868091306849,0.947424478067338,0.888690437927733,13.9531766607475,45.9063533214949,63.1145603703482,3,"hierarchical"
"ZbKdYEBcyQRYYRZRd",2.01612219276743,0.489097855121733,2.68609728389898,4.21367670673625,0.519852688684593,0.499615001032964,0.653765022434235,0.87853803186524,10.0243318608365,38.048663721673,55.2568707705263,2,"hierarchical"
"zgoFBo6m4D8jZDPFE",1.9469584722039,0.377564054995846,4.40102843924605,4.29429001730902,0.479720496737515,0.494289003421272,0.909760201224805,0.924436944321626,12.4401386567469,42.8802773134939,59.1402397214268,3,"hierarchical"
"Zy9TbjSysyttPJkfj",1.97451161283597,0.289162961189125,4.31810031413151,4.24468384671971,0.562431247152708,0.651698954323644,0.899134887201141,0.905897456079616,12.3034584342848,42.6069168685696,59.4477259667406,2,"hierarchical"
